"Employee_ID","Joining_Year","Age","Business_Travel","Daily_Rate","Department","Distance_From_Home","Education","Environment_Satisfaction","Gender","Hourly_Rate","Job_Involvement","Job_Satisfaction","Marital_Status","Monthly_Income","Monthly_Rate","Num_Companies_Worked","Overtime","Percent_Salary_Hike","Performance_Rating","Relationship_Satisfaction","Stock_Option","Total_Working_Years","Training_Times_Last_Year","Work_Life_Balance","Years_At_Company","Years_In_Role","Years_Since_Promotion","Years_With_Manager","Attrition","Leaving_Year","Reason","Relieving_Status","Office_Code","Job_Level"
105197,2019,30,1,227,"Corporate Functions",7,"Bachelors",1,"Female",35,2,2,"Single",1329,22243,1,0,12,4,3,0,1,3,3,1,1,1,1,1,2020,"unhappy","Voluntary","TOR",1
105198,2019,28,1,1165,"Product",2,"Doctorate",1,"Male",51,2,4,"Divorced",2058,15311,0,0,12,3,3,0,7,0,3,3,2,1,1,0,NA,NA,NA,"PHL",1
105199,2019,29,1,769,"Marketing",3,"Bachelors",4,"Male",32,3,3,"Single",3959,4298,1,0,12,3,1,0,7,2,1,3,2,3,3,1,2022,"retiring","Voluntary","NYC",1
105200,2019,36,1,1256,"Delivery",9,"Doctorate",1,"Male",78,3,1,"Single",2175,3345,2,1,13,5,1,0,8,3,1,2,1,1,1,1,2021,"retiring","Voluntary","PHL",1
105201,2019,28,1,1067,"Marketing",4,"Bachelors",3,"Female",50,2,2,"Married",3891,11228,1,0,12,3,1,1,8,3,2,3,3,2,3,0,NA,NA,NA,"NYC",2
105202,2019,35,1,1182,"HR",3,"Diploma",2,"Male",88,3,3,"Married",5753,24459,1,1,14,3,3,1,14,5,3,3,3,1,3,0,NA,NA,NA,"MKM",2
105203,2019,30,1,1349,"Corporate Functions",20,"Diploma",3,"Male",69,3,1,"Single",8480,2896,0,0,11,3,3,0,10,3,2,3,3,3,3,0,NA,NA,NA,"OTT",2
105204,2019,29,2,1418,"Product",13,"Bachelors",3,"Male",75,3,3,"Married",10929,23714,4,0,11,5,4,0,8,0,3,2,1,2,2,1,2021,"unhappy","Voluntary","TOR",2
105205,2019,30,1,411,"Marketing",26,"Diploma",3,"Female",69,2,2,"Single",3475,11608,0,0,11,4,2,0,5,2,3,2,2,1,2,1,2021,"unhappy","Voluntary","MKM",1
105206,2019,37,1,888,"Sales",1,"Masters",1,"Male",77,3,3,"Divorced",15946,22520,4,0,17,3,2,0,13,2,3,3,1,1,2,0,NA,NA,NA,"TOR",4
105207,2019,29,1,1297,"Corporate Functions",23,"Diploma",2,"Female",66,2,1,"Married",8943,12206,2,0,12,2,1,0,10,2,2,3,3,1,3,1,2022,"poor work performance","Involuntary","PHL",3
105208,2019,26,1,921,"Product",1,"Masters",1,"Male",48,3,3,"Married",4697,25550,9,1,14,4,1,1,4,3,3,1,1,1,1,1,2020,"reallocation out of the area","Voluntary","PHL",1
105209,2019,44,1,1332,"Product",9,"Bachelors",1,"Male",37,2,3,"Single",2416,10392,6,1,12,2,3,2,13,2,3,3,1,1,2,1,2022,"cost cutting","Involuntary","BOS",1
105210,2019,36,1,694,"HR",4,"Diploma",3,"Male",84,3,1,"Single",5008,7202,4,1,12,4,1,1,8,2,2,2,1,1,2,1,2021,"medical issues","Voluntary","VAN",2
105211,2019,31,2,1313,"Sales",5,"Doctorate",1,"Male",77,2,3,"Married",2784,15704,4,1,15,3,4,1,5,3,3,1,1,1,1,1,2020,"long hours","Voluntary","VAN",1
105212,2019,27,1,741,"HR",1,"Masters",1,"Male",64,1,2,"Married",2308,3922,5,1,12,4,3,0,8,4,3,2,2,1,2,1,2021,"medical issues","Voluntary","CAL",1
105213,2019,39,1,691,"Product",9,"Masters",3,"Female",82,3,1,"Married",2064,21866,3,0,13,5,2,0,14,2,1,2,2,1,1,1,2021,"medical issues","Voluntary","CAL",1
105214,2019,24,1,1444,"Marketing",1,"Masters",1,"Female",62,3,2,"Married",3199,21961,1,1,16,5,2,0,5,4,2,2,2,1,2,1,2021,"retiring","Voluntary","CAL",1
105215,2019,32,1,586,"HR",15,"Masters",2,"Male",49,3,2,"Divorced",4404,25890,4,0,12,3,2,0,10,2,2,3,2,2,2,0,NA,NA,NA,"CAL",2
105216,2019,31,1,1319,"Corporate Functions",23,"Bachelors",1,"Male",56,3,3,"Divorced",3377,24445,1,0,14,3,1,1,6,2,3,3,2,1,2,0,NA,NA,NA,"NYC",1
105217,2019,31,1,305,"Marketing",25,"Masters",3,"Female",64,1,2,"Single",3291,11751,0,0,11,4,2,0,5,2,3,2,2,1,2,1,2021,"long hours","Voluntary","NYC",1
105218,2019,54,1,959,"Sales",18,"Diploma",1,"Male",73,3,2,"Married",15915,21731,2,0,13,3,2,0,23,2,3,3,1,2,2,0,NA,NA,NA,"CAL",4
105219,2019,34,2,605,"Product",17,"Bachelors",2,"Male",94,2,4,"Married",4758,21535,0,0,13,3,1,1,11,5,2,3,2,2,1,0,NA,NA,NA,"OTT",2
105220,2019,33,1,950,"HR",1,"Bachelors",2,"Male",69,3,4,"Divorced",5158,10653,4,1,14,3,2,0,10,0,2,3,3,1,2,0,NA,NA,NA,"VAN",2
105221,2019,37,1,422,"Corporate Functions",17,"Masters",2,"Male",62,3,2,"Single",8149,22235,0,0,15,3,2,0,7,2,2,3,2,2,2,0,NA,NA,NA,"MKM",2
105222,2019,32,1,890,"HR",19,"Doctorate",2,"Male",44,3,3,"Married",3224,25375,4,0,17,3,3,1,9,2,2,3,3,2,2,0,NA,NA,NA,"CAL",1
105223,2019,51,1,818,"Delivery",4,"Bachelors",3,"Male",74,3,1,"Married",18805,21775,5,0,12,4,4,0,22,2,3,2,1,1,2,1,2021,"unhappy","Voluntary","TOR",4
105224,2019,30,2,415,"Sales",12,"Masters",1,"Female",68,2,3,"Married",2453,11707,5,1,12,5,2,0,5,2,3,2,1,1,1,1,2021,"offered more money","Voluntary","CAL",1
105225,2019,32,1,542,"Product",13,"Masters",1,"Male",60,1,2,"Married",6296,22915,2,0,20,3,3,0,9,3,2,3,2,1,2,1,2022,"offered more money","Voluntary","MKM",2
105226,2019,29,1,898,"Delivery",9,"Masters",4,"Female",91,1,1,"Single",2403,11488,5,1,19,5,3,0,3,4,2,1,1,1,1,1,2020,"reallocation out of the area","Voluntary","PHL",1
105227,2019,42,1,629,"Marketing",9,"Doctorate",2,"Male",58,2,1,"Single",2571,7513,0,0,13,3,4,0,7,0,3,3,3,3,1,0,NA,NA,NA,"PHL",1
105228,2019,38,1,925,"HR",5,"Diploma",2,"Male",94,3,3,"Married",6035,19839,6,1,11,1,1,0,8,0,1,3,2,1,2,1,2022,"Layoffs","Involuntary","BOS",2
105229,2019,48,1,1262,"Delivery",7,"Diploma",2,"Female",63,3,2,"Married",18572,10237,3,0,15,3,1,0,26,1,2,3,1,1,2,0,NA,NA,NA,"BOS",5
105230,2019,26,1,1325,"Sales",21,"Doctorate",1,"Male",57,2,2,"Divorced",2851,19535,1,0,12,5,1,0,1,2,3,1,1,1,1,1,2020,"long hours","Voluntary","PHL",1
105231,2019,38,1,424,"HR",6,"Diploma",2,"Male",63,3,2,"Married",5262,2586,6,0,11,3,3,0,16,2,3,3,3,1,3,0,NA,NA,NA,"PHL",2
105232,2019,32,2,570,"Delivery",19,"Doctorate",3,"Male",76,2,3,"Married",2420,14733,1,1,21,5,2,0,3,3,2,1,1,1,1,1,2020,"long hours","Voluntary","OTT",1
105233,2019,42,1,972,"HR",13,"Diploma",1,"Male",65,2,1,"Married",10113,5606,3,0,12,4,2,0,12,2,2,2,2,2,2,1,2021,"offered more money","Voluntary","VAN",2
105234,2019,42,1,1236,"Marketing",24,"Masters",2,"Male",86,3,1,"Married",12663,16961,4,0,15,3,3,0,21,2,2,1,1,1,1,1,2020,"return to school","Voluntary","TOR",3
105235,2019,33,1,987,"Corporate Functions",12,"Doctorate",3,"Male",53,1,3,"Divorced",4120,24137,3,0,18,3,2,2,10,2,3,3,3,2,2,0,NA,NA,NA,"PHL",1
105236,2019,37,1,1398,"Sales",5,"Masters",3,"Male",56,3,3,"Married",4747,2279,4,0,14,3,4,0,8,2,3,3,2,1,2,0,NA,NA,NA,"BOS",2
105237,2019,46,1,577,"Sales",20,"Diploma",1,"Male",55,3,3,"Divorced",3332,19940,2,0,14,3,2,2,14,2,2,3,3,1,1,0,NA,NA,NA,"TOR",1
105238,2019,31,1,1043,"Marketing",2,"Diploma",3,"Male",59,3,4,"Single",2538,6988,1,0,12,3,3,0,10,2,2,3,2,2,2,0,NA,NA,NA,"TOR",1
105239,2019,36,1,378,"Corporate Functions",3,"Diploma",1,"Male",40,3,4,"Divorced",2797,2541,4,0,17,3,2,1,12,2,3,3,3,2,3,0,NA,NA,NA,"MKM",1
105240,2019,32,1,1221,"Marketing",6,"Diploma",3,"Male",62,3,4,"Married",6741,14173,0,1,16,3,2,0,12,2,1,3,3,1,2,0,NA,NA,NA,"NYC",2
105241,2019,31,1,733,"Sales",3,"Masters",4,"Male",89,3,2,"Married",2946,6217,4,0,14,3,3,1,9,1,2,3,3,1,2,0,NA,NA,NA,"PHL",1
105242,2019,38,1,528,"Corporate Functions",7,"Masters",3,"Male",59,3,2,"Married",2985,6174,3,0,19,3,2,2,10,1,2,3,2,1,2,0,NA,NA,NA,"PHL",1
105243,2019,39,1,231,"Sales",6,"Diploma",3,"Male",49,3,3,"Single",2367,10924,2,0,18,3,2,0,7,4,3,3,2,1,2,0,NA,NA,NA,"OTT",1
105244,2019,33,1,1359,"Product",6,"Bachelors",4,"Male",38,3,2,"Married",2213,14972,3,0,15,3,2,0,10,2,2,3,2,2,1,0,NA,NA,NA,"BOS",1
105245,2019,38,1,578,"HR",3,"Masters",1,"Male",64,2,3,"Married",6763,2232,1,0,17,3,1,0,10,3,3,3,3,1,3,0,NA,NA,NA,"PHL",2
105246,2019,31,1,662,"Marketing",9,"Masters",3,"Male",38,1,3,"Single",4678,22799,0,0,16,3,3,2,8,2,3,3,3,1,3,0,NA,NA,NA,"TOR",2
105247,2019,33,1,1365,"Corporate Functions",2,"Diploma",3,"Male",57,3,3,"Married",2900,23162,1,0,11,3,2,0,7,2,2,3,3,1,1,0,NA,NA,NA,"VAN",1
105248,2019,28,1,863,"HR",6,"Bachelors",3,"Male",80,3,3,"Married",2461,12043,1,0,18,3,2,0,9,4,3,3,3,2,3,0,NA,NA,NA,"OTT",1
105249,2019,34,2,154,"Sales",6,"Bachelors",1,"Male",80,2,4,"Married",5018,13876,0,0,14,3,2,0,7,2,3,3,2,1,2,0,NA,NA,NA,"CAL",1
105250,2019,31,1,1401,"Delivery",15,"Diploma",2,"Male",72,2,3,"Married",2835,26283,0,0,17,3,1,1,8,5,3,3,2,1,2,0,NA,NA,NA,"CAL",1
105251,2019,33,1,285,"Corporate Functions",1,"Diploma",3,"Female",52,1,3,"Divorced",6138,24816,1,0,18,3,2,0,12,2,3,3,2,1,2,0,NA,NA,NA,"CAL",2
105252,2019,43,1,982,"Delivery",3,"Diploma",1,"Male",77,3,3,"Single",2076,20108,1,0,14,3,3,1,8,4,3,3,2,2,3,0,NA,NA,NA,"MKM",1
105253,2019,37,1,1187,"Delivery",2,"Doctorate",2,"Male",91,3,3,"Married",5714,24502,2,1,13,3,2,1,15,5,3,3,3,1,3,0,NA,NA,NA,"MKM",2
105254,2019,36,1,286,"Marketing",19,"Doctorate",2,"Male",66,3,1,"Married",3569,22959,1,0,12,3,1,1,7,3,2,3,3,1,3,0,NA,NA,NA,"VAN",1
105255,2019,43,1,1251,"HR",4,"Diploma",3,"Male",51,3,1,"Divorced",5960,17004,3,0,13,3,2,1,14,2,3,3,2,2,3,0,NA,NA,NA,"CAL",2
105256,2019,46,1,538,"Product",6,"Diploma",2,"Female",80,2,3,"Married",14958,5248,1,0,21,3,2,1,23,3,3,3,2,1,2,0,NA,NA,NA,"OTT",4
105257,2019,27,1,1353,"Marketing",24,"Diploma",2,"Male",65,3,3,"Married",2901,8893,0,0,21,3,3,1,7,2,3,3,3,2,3,0,NA,NA,NA,"TOR",1
105258,2019,33,1,982,"Marketing",19,"Diploma",2,"Male",75,3,3,"Married",4623,10043,0,0,18,3,3,0,9,2,3,3,2,3,3,0,NA,NA,NA,"TOR",1
105259,2019,44,1,1257,"HR",3,"Bachelors",3,"Male",49,3,3,"Married",19167,9196,4,0,11,3,1,1,26,2,3,3,2,1,2,0,NA,NA,NA,"TOR",5
105260,2019,28,1,1309,"Sales",20,"Bachelors",3,"Male",73,3,1,"Married",4416,13425,3,0,14,3,3,1,9,2,3,3,1,1,3,0,NA,NA,NA,"MKM",2
105261,2019,35,1,1221,"Product",8,"Masters",2,"Female",44,2,3,"Married",6290,13982,0,0,18,3,3,0,11,2,1,3,3,1,2,0,NA,NA,NA,"VAN",2
105262,2019,38,1,1062,"Corporate Functions",24,"Doctorate",4,"Female",52,2,4,"Married",6232,4165,3,0,17,3,1,1,8,3,1,3,3,1,3,0,NA,NA,NA,"TOR",2
105263,2019,28,1,421,"Product",15,"Doctorate",2,"Male",77,3,3,"Married",4280,18209,1,0,13,3,2,1,7,1,3,3,2,1,1,0,NA,NA,NA,"TOR",1
105264,2019,36,1,454,"Sales",3,"Bachelors",2,"Male",63,2,3,"Single",6098,10500,3,0,18,3,2,0,8,3,3,3,3,2,2,0,NA,NA,NA,"VAN",2
105265,2019,27,0,357,"Sales",2,"Doctorate",1,"Male",56,2,1,"Married",3838,11183,1,0,15,3,1,2,7,2,2,3,2,1,2,0,NA,NA,NA,"MKM",1
105266,2019,48,1,274,"Delivery",22,"Masters",1,"Male",70,3,2,"Divorced",16521,3347,3,0,15,3,2,1,26,2,3,3,2,1,1,0,NA,NA,NA,"MKM",4
105267,2019,32,1,309,"Marketing",2,"Diploma",2,"Female",52,2,3,"Single",6040,22820,4,0,14,3,3,0,10,3,2,3,2,1,2,0,NA,NA,NA,"PHL",2
105268,2019,31,1,914,"Corporate Functions",4,"Masters",2,"Male",65,3,2,"Single",2855,17751,1,0,14,3,2,0,10,2,3,3,3,1,3,0,NA,NA,NA,"PHL",1
105269,2019,42,2,1420,"Delivery",2,"Diploma",1,"Male",88,3,3,"Divorced",5633,19206,1,0,19,3,2,0,7,5,3,3,3,3,3,0,NA,NA,NA,"TOR",2
105270,2019,36,2,657,"Sales",16,"Masters",3,"Male",62,3,2,"Divorced",2311,5639,2,0,11,3,4,0,7,2,2,3,1,2,2,0,NA,NA,NA,"CAL",1
105271,2019,35,1,802,"Delivery",8,"Doctorate",3,"Male",75,2,3,"Married",6611,2756,1,0,16,3,1,0,10,2,3,3,1,1,2,0,NA,NA,NA,"OTT",2
105272,2019,33,2,1141,"Marketing",5,"Diploma",3,"Female",57,3,2,"Single",7001,25993,3,0,16,3,2,0,11,2,2,3,3,1,3,0,NA,NA,NA,"TOR",2
105273,2019,30,1,891,"HR",8,"Bachelors",2,"Female",41,3,2,"Married",2971,3910,1,0,12,3,3,1,6,2,3,3,1,1,2,0,NA,NA,NA,"NYC",1
105274,2019,36,1,793,"Corporate Functions",7,"Bachelors",3,"Male",75,2,3,"Married",6618,2765,1,0,16,3,1,0,11,2,3,3,1,1,2,0,NA,NA,NA,"PHL",2
105275,2019,38,1,698,"Sales",8,"Doctorate",4,"Male",48,2,2,"Married",5384,11002,2,0,14,3,2,1,9,1,2,3,2,1,1,0,NA,NA,NA,"BOS",2
105276,2019,38,1,830,"Delivery",7,"Bachelors",1,"Male",71,2,3,"Single",5066,14288,2,0,14,3,4,1,10,0,3,3,1,2,2,0,NA,NA,NA,"MKM",1
105277,2019,33,1,1401,"Product",4,"Masters",3,"Female",52,3,2,"Married",3627,20678,1,1,11,3,1,1,10,4,3,3,3,2,2,0,NA,NA,NA,"TOR",1
105278,2019,31,1,658,"Delivery",6,"Diploma",3,"Female",36,1,1,"Married",9665,7389,2,0,13,3,3,1,8,2,2,3,2,1,2,0,NA,NA,NA,"BOS",2
105279,2019,37,1,1181,"Product",25,"Doctorate",3,"Male",75,3,3,"Married",5245,16533,4,0,13,3,2,1,15,3,2,3,2,2,2,0,NA,NA,NA,"MKM",2
105280,2019,36,1,575,"Marketing",11,"Masters",3,"Male",87,2,3,"Single",2564,8218,0,0,14,3,3,0,7,3,3,3,2,1,2,0,NA,NA,NA,"TOR",1
105281,2019,38,1,734,"Product",4,"Bachelors",1,"Male",81,3,3,"Married",5051,3132,0,0,13,3,3,0,9,2,1,3,1,1,3,0,NA,NA,NA,"BOS",2
105282,2019,32,1,1386,"Product",16,"Diploma",3,"Male",41,2,2,"Single",8849,17706,1,0,13,3,2,0,9,3,3,3,2,2,2,0,NA,NA,NA,"PHL",3
105283,2019,32,1,1391,"Product",3,"Masters",3,"Female",56,2,3,"Divorced",2907,23155,1,1,11,3,3,0,8,2,2,3,3,1,1,0,NA,NA,NA,"MKM",1
105284,2019,43,2,1252,"Marketing",3,"Diploma",2,"Male",76,2,4,"Divorced",5584,20170,3,0,19,3,3,0,13,2,3,3,3,1,3,0,NA,NA,NA,"BOS",2
105285,2019,29,1,660,"Delivery",2,"Masters",2,"Female",81,3,2,"Single",4808,3536,1,1,20,4,1,0,7,1,3,3,3,2,2,0,NA,NA,NA,"CAL",2
105286,2019,30,1,1190,"HR",2,"Diploma",2,"Male",62,2,2,"Married",3763,12367,1,0,20,3,3,1,8,3,3,3,2,1,3,0,NA,NA,NA,"PHL",1
105287,2019,30,1,1050,"Sales",9,"Masters",1,"Male",64,3,2,"Married",9681,2795,8,0,14,3,2,0,9,2,3,3,3,1,1,0,NA,NA,NA,"CAL",2
105288,2019,29,1,1187,"Marketing",14,"Doctorate",4,"Male",75,2,3,"Married",9845,13278,1,0,14,3,3,0,7,2,2,3,3,1,3,0,NA,NA,NA,"VAN",2
105289,2019,44,1,672,"Delivery",21,"Bachelors",2,"Female",84,3,1,"Married",3275,22183,2,0,14,3,3,0,8,2,2,3,2,1,2,0,NA,NA,NA,"BOS",1
105290,2019,47,1,730,"HR",10,"Doctorate",2,"Female",48,3,2,"Married",4726,10800,1,0,14,3,2,1,13,3,3,3,2,2,3,0,NA,NA,NA,"OTT",2
105291,2019,34,1,1118,"Delivery",5,"Masters",2,"Male",66,3,3,"Divorced",5251,25761,2,0,13,3,3,2,11,3,2,3,3,1,3,0,NA,NA,NA,"BOS",2
105292,2019,38,1,615,"Delivery",14,"Masters",1,"Female",61,3,2,"Married",2549,4629,3,0,12,3,1,1,11,2,3,3,3,1,3,0,NA,NA,NA,"NYC",1
105293,2019,39,1,674,"Product",5,"Masters",1,"Male",80,3,3,"Married",5047,3109,0,0,12,3,3,0,10,2,1,3,1,1,3,0,NA,NA,NA,"BOS",2
105294,2019,39,1,133,"HR",21,"Doctorate",1,"Male",58,3,4,"Married",4031,5298,6,0,13,3,1,0,16,2,3,3,3,1,3,0,NA,NA,NA,"NYC",1
105295,2019,35,1,1162,"Marketing",15,"Bachelors",2,"Male",96,2,2,"Married",6800,17153,1,0,20,3,2,0,11,3,3,3,2,1,2,0,NA,NA,NA,"OTT",2
105296,2019,28,2,574,"Corporate Functions",8,"Masters",1,"Male",52,2,1,"Married",4620,22804,0,0,13,3,2,0,8,2,3,3,2,1,2,0,NA,NA,NA,"OTT",2
105297,2019,35,1,176,"Marketing",9,"Doctorate",2,"Male",60,3,3,"Single",4626,23126,2,0,16,3,3,0,9,5,3,3,2,1,1,0,NA,NA,NA,"BOS",1
105298,2019,39,1,643,"Corporate Functions",4,"Doctorate",4,"Male",82,2,2,"Single",6175,10061,4,0,14,3,3,0,9,2,2,3,2,1,2,0,NA,NA,NA,"NYC",2
105299,2019,36,2,695,"Sales",18,"Bachelors",2,"Male",78,3,2,"Single",5674,26462,2,0,15,3,1,2,10,2,2,3,2,1,2,0,NA,NA,NA,"VAN",2
105300,2019,55,0,925,"Sales",1,"Diploma",4,"Female",68,3,1,"Married",19685,22246,4,0,20,3,3,1,30,2,3,3,3,1,2,0,NA,NA,NA,"PHL",5
105301,2019,34,2,276,"Corporate Functions",21,"Doctorate",2,"Male",95,2,2,"Married",5576,13457,2,0,13,3,1,2,11,3,2,3,2,1,2,0,NA,NA,NA,"TOR",2
105302,2019,28,1,1079,"HR",28,"Bachelors",2,"Male",95,1,2,"Married",6541,3165,1,0,14,3,2,1,8,1,2,3,3,1,3,0,NA,NA,NA,"VAN",2
105303,2019,29,1,813,"HR",24,"Doctorate",3,"Male",91,1,3,"Married",6433,20888,6,0,15,3,4,1,10,2,3,3,1,1,2,0,NA,NA,NA,"PHL",2
105304,2019,43,1,515,"Sales",4,"Doctorate",1,"Male",70,3,2,"Married",7564,20691,2,0,12,3,1,2,11,3,2,3,3,3,3,0,NA,NA,NA,"TOR",3
105305,2019,31,1,168,"Corporate Functions",6,"Masters",2,"Male",45,2,3,"Married",2347,11748,3,0,14,3,2,0,12,2,3,3,3,2,1,0,NA,NA,NA,"BOS",1
105306,2019,34,1,982,"Delivery",9,"Diploma",2,"Male",52,3,3,"Divorced",7227,24110,2,0,15,3,4,0,10,2,3,3,3,1,1,0,NA,NA,NA,"VAN",2
105307,2019,40,1,1284,"Corporate Functions",12,"Masters",3,"Female",68,3,3,"Single",13471,7814,5,0,19,3,2,0,11,2,3,3,2,1,2,0,NA,NA,NA,"CAL",3
105308,2019,37,1,1324,"Delivery",6,"Doctorate",4,"Male",50,3,3,"Divorced",8306,4879,1,0,11,3,1,1,10,2,2,3,3,2,3,0,NA,NA,NA,"NYC",3
105309,2019,33,1,407,"Sales",5,"Diploma",2,"Male",48,2,2,"Divorced",8465,12369,2,1,17,3,1,1,9,2,3,3,2,1,3,0,NA,NA,NA,"PHL",2
105310,2019,46,1,1041,"HR",4,"Bachelors",1,"Male",51,2,3,"Divorced",18084,2265,5,0,13,3,3,0,26,2,1,3,1,1,1,0,NA,NA,NA,"MKM",4
105311,2019,31,1,1284,"HR",3,"Diploma",3,"Male",79,2,1,"Divorced",5004,26270,1,0,15,3,4,0,10,2,3,3,3,1,3,0,NA,NA,NA,"BOS",1
105312,2019,31,1,475,"Product",12,"Doctorate",2,"Male",61,3,3,"Married",3745,18705,2,0,14,3,2,1,7,2,3,3,2,1,1,0,NA,NA,NA,"BOS",1
105313,2019,27,1,797,"HR",2,"Diploma",4,"Male",43,1,3,"Single",5061,20405,3,0,20,4,1,0,8,2,3,3,1,1,1,0,NA,NA,NA,"CAL",2
105314,2019,40,1,220,"Marketing",13,"Masters",3,"Female",54,3,2,"Married",3485,13834,1,0,15,3,3,0,9,2,3,3,2,1,2,0,NA,NA,NA,"OTT",1
105315,2019,38,1,758,"Product",8,"Masters",2,"Female",74,3,4,"Divorced",6176,8373,2,0,16,3,3,0,10,2,2,3,2,1,2,0,NA,NA,NA,"MKM",2
105316,2019,33,1,874,"Delivery",9,"Diploma",2,"Female",77,3,2,"Single",4875,12643,4,0,20,3,3,0,10,3,3,3,1,2,3,0,NA,NA,NA,"PHL",2
105317,2019,34,1,666,"HR",7,"Bachelors",1,"Male",59,3,1,"Single",4135,21659,1,0,19,3,1,1,10,4,2,3,3,1,2,0,NA,NA,NA,"OTT",2
105318,2019,26,1,1099,"Corporate Functions",5,"Doctorate",2,"Male",61,3,3,"Married",2544,7102,0,0,17,3,1,1,8,3,3,3,3,3,3,0,NA,NA,NA,"TOR",1
105319,2019,45,1,510,"Delivery",8,"Diploma",4,"Male",71,3,3,"Married",3726,9394,8,0,14,3,1,1,10,2,3,3,3,3,3,0,NA,NA,NA,"TOR",1
105320,2019,36,1,874,"Delivery",8,"Diploma",3,"Female",70,2,2,"Married",6036,14980,3,0,11,3,2,0,10,2,3,3,1,1,1,0,NA,NA,NA,"OTT",2
105321,2019,42,2,669,"HR",13,"Masters",3,"Male",76,3,3,"Married",5929,26415,2,0,18,3,1,2,10,2,2,3,2,1,2,0,NA,NA,NA,"OTT",2
105322,2019,30,1,837,"Marketing",1,"Doctorate",2,"Male",66,2,3,"Married",4737,18833,7,0,14,3,2,0,11,2,2,3,3,2,3,0,NA,NA,NA,"OTT",2
105323,2019,36,1,830,"Corporate Functions",4,"Bachelors",3,"Male",79,3,3,"Married",4136,5772,1,0,12,3,2,1,8,3,3,3,1,1,1,0,NA,NA,NA,"NYC",2
105324,2019,29,1,825,"Delivery",4,"Masters",4,"Female",83,3,2,"Married",7603,7609,1,0,14,3,2,3,11,3,2,3,3,1,3,0,NA,NA,NA,"CAL",2
105325,2019,32,1,1125,"Delivery",2,"Masters",3,"Female",53,1,1,"Married",5069,5761,1,0,20,3,2,0,10,5,2,3,3,3,3,0,NA,NA,NA,"MKM",2
105326,2019,41,1,206,"Corporate Functions",8,"Doctorate",3,"Male",40,3,3,"Divorced",2414,10790,1,0,18,3,1,0,8,4,3,3,3,1,3,0,NA,NA,NA,"CAL",1
105327,2019,37,1,1185,"Marketing",5,"Masters",4,"Female",62,3,4,"Single",6362,23197,6,0,15,3,2,2,7,1,2,3,1,1,2,0,NA,NA,NA,"OTT",2
105328,2019,32,1,1027,"Marketing",5,"Doctorate",3,"Female",74,3,2,"Married",2471,4145,1,0,13,3,3,1,8,4,3,3,1,1,3,0,NA,NA,NA,"CAL",1
105329,2019,30,1,1124,"HR",18,"Diploma",3,"Female",82,3,1,"Married",9947,9081,0,0,15,3,2,1,7,1,2,3,1,1,1,0,NA,NA,NA,"NYC",2
105330,2019,38,2,452,"Marketing",12,"Bachelors",3,"Male",63,2,2,"Married",4786,26740,3,0,19,3,2,0,14,3,3,3,2,1,3,0,NA,NA,NA,"NYC",2
105331,2019,30,1,1396,"Delivery",2,"Masters",3,"Male",51,3,4,"Married",2099,16620,3,0,14,3,2,0,10,3,1,3,2,1,2,0,NA,NA,NA,"PHL",1
105332,2019,30,1,679,"Corporate Functions",8,"Bachelors",3,"Female",82,3,1,"Married",8266,23417,0,0,18,3,3,0,9,2,3,3,2,1,2,0,NA,NA,NA,"NYC",2
105333,2019,26,1,1197,"Marketing",2,"Masters",3,"Female",51,2,1,"Married",4135,11179,1,0,12,3,1,0,7,2,2,3,3,1,3,0,NA,NA,NA,"PHL",2
105334,2019,31,1,806,"Corporate Functions",10,"Doctorate",2,"Male",81,3,3,"Married",4742,10063,0,0,14,3,3,0,7,3,3,3,1,1,2,0,NA,NA,NA,"VAN",1
105335,2019,54,1,1233,"Delivery",4,"Masters",2,"Male",94,3,4,"Single",16472,23615,2,0,15,3,2,0,28,2,3,3,2,1,2,0,NA,NA,NA,"TOR",4
105336,2019,39,2,493,"HR",7,"Masters",2,"Female",45,3,2,"Married",3312,18787,0,0,13,3,2,0,9,3,3,3,2,1,3,0,NA,NA,NA,"MKM",1
105337,2019,39,1,493,"Marketing",8,"Doctorate",3,"Male",55,3,2,"Married",2975,6171,3,0,19,3,2,2,10,1,2,3,2,1,2,0,NA,NA,NA,"VAN",1
105338,2019,28,1,563,"Marketing",23,"Diploma",1,"Male",76,3,2,"Divorced",4035,3421,1,0,14,3,1,1,7,2,3,3,2,1,2,0,NA,NA,NA,"NYC",1
105339,2019,51,1,632,"Sales",12,"Doctorate",2,"Male",44,3,2,"Married",5307,11029,2,0,17,3,2,1,10,3,2,3,2,1,2,0,NA,NA,NA,"PHL",2
105340,2019,37,1,973,"HR",20,"Bachelors",3,"Male",96,3,4,"Married",2768,16450,6,0,14,3,3,1,13,2,3,3,1,1,3,0,NA,NA,NA,"MKM",1
105341,2019,35,1,815,"Product",4,"Diploma",2,"Male",74,3,3,"Divorced",4804,18603,6,0,11,3,3,0,11,2,3,3,3,2,3,0,NA,NA,NA,"CAL",2
105342,2019,30,1,876,"Corporate Functions",8,"Doctorate",3,"Female",72,3,2,"Married",4704,12846,7,0,17,3,2,0,9,3,3,3,2,1,3,0,NA,NA,NA,"MKM",2
105343,2019,27,1,1149,"Product",5,"Doctorate",2,"Male",58,3,2,"Married",5931,3446,1,0,16,3,1,1,7,3,2,3,2,1,2,0,NA,NA,NA,"OTT",2
